Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Mexico,MEX,38.8519267270829,38.2750134208625,36.1220828720083,36.5549882642951,37.1552482090787,37.1884765318413,36.7602433134901,35.5891316381701,34.7333132397384,34.430019990957,33.6020307201488,34.3085089999699,33.3955814153767,33.6037167070928,32.9064476790173,32.8379223742549,32.0797250851316,31.9668651563045,31.5314349910278,31.3121523290081,31.4994683354705,31.8277882400262,30.3598038147639,31.9096212759684,31.8491801692541,31.3539135942305
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Uruguay,URY,27.0482715056766,27.3387843738864,26.974562658531,28.7674021255729,29.8797606146069,29.7347526706108,29.4774150344244,28.6325159793999,29.7822490742322,29.8770463555099,29.4966163085196,29.2478231616903,28.4986158151163,28.0934800150794,27.1089939660948,27.3173129931271,26.7925215408928,27.3243813632042,27.8470759148968,28.0454445972888,28.1803801285038,28.38531247817,28.2494838799392,28.4311044536394,28.3360284372592,29.3526339692597
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Paraguay,PRY,53.5544773087692,52.5066300428565,53.7484677197961,55.0864306768937,56.6127395702047,54.8204986886617,56.116319025075,52.9287943177468,52.63225904899,50.9948371831618,48.0743129363316,50.7092693139428,47.3373800387138,46.6055783736511,47.7909464633549,44.5779784471265,43.7018048687483,43.7685616872791,44.234136111813,42.35903310464,43.0117539092148,42.9254330342093,45.5212397466816,44.2394864984506,42.2086649307543,41.320538964087
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Latin America & Caribbean,LCN,39.8222846830555,40.0085590390088,39.6060232197277,39.6893455978115,39.9841076400185,39.7922416355341,39.4143316923955,38.888880476272,38.2251926833249,37.1441889582244,36.9580440701489,37.2199521504089,37.0098076019233,36.8247530993562,35.8695463427154,35.7164560733973,35.380659558572,35.8310178158946,36.2171148442194,36.7394931780156,37.0623519465013,37.0736977000714,37.5548012804987,38.1573267802085,37.0517074027876,36.2729136494274
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,World,WLD,55.1609350994186,54.9760347019719,54.7346039985636,54.4416731354507,54.2075367933788,54.0501708576953,53.5753064274704,53.0092997998322,52.4897802353282,51.9479471220235,51.454217386744,51.3804058300711,51.0243879053965,50.4664757793124,49.7934144025712,49.3974457721965,48.9283575459182,48.4588842118338,48.0391167212614,47.8894662074831,47.698993881978,47.6447085159733,48.1546637703557,48.0428389740851,48.1181419886499,47.9922634864151
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Saudi Arabia,SAU,4.771,4.346,4.57,4.618,5.265,5.563,5.822,6.051,6.254,5.734,5.085,5.377,5.55,5.77,5.622,5.6,5.877,5.6,5.6,5.89,6.029,5.636,7.66,6.621,5.589,4.008
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Argentina,ARG,12.65,14.05,15,17.32,19.59,15.36,13.522,11.506,10.078,8.47,7.837,8.645,7.714,7.18,7.217,7.1,7.268,7.579,8.085,8.347,9.22,9.843,11.461,8.736,6.805,6.139
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brazil,BRA,10.15,11.125,10.889,10.649,10.641,11.168,10.072,10.551,9.692,9.28,8.268,9.419,8.422,7.578,7.251,7.071,6.755,8.538,11.58,12.792,12.329,11.936,13.697,13.158,9.231,7.947
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,South Africa,ZAF,22.673,22.791,22.714,22.605,22.547,22.629,22.538,22.461,22.324,22.287,22.407,23.523,24.683,24.639,24.727,24.561,24.89,25.149,26.536,27.035,26.906,28.468,29.217,34.007,33.268,32.098
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Spain,ESP,18.673,15.475,13.785,10.348,11.146,11.283,11.09,9.146,8.452,8.232,11.254,17.857,19.86,21.39,24.789,26.094,24.441,22.057,19.635,17.224,15.255,14.104,15.532,14.781,12.917,12.179
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mexico,MEX,3.733,2.598,2.646,2.627,3.003,3.455,3.937,3.558,3.566,3.628,3.874,5.356,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.44,4.019,3.256,2.765
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uruguay,URY,9.362,10.466,12.627,15.052,16.648,16.661,12.98,12.009,10.844,9.403,8.025,7.74,7.158,6.307,6.451,6.444,6.547,7.488,7.841,7.89,8.336,8.836,10.413,9.328,7.877,8.355
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Paraguay,PRY,4.417,5.343,7.61,6.206,9.393,6.814,6.513,4.825,5.277,4.713,4.415,5.46,4.569,4.67,4.085,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.794
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latin America & Caribbean,LCN,8.50074834125122,9.44382542816057,9.461823301645,9.06712263436888,9.40654864245774,9.26710791882219,8.75123322039467,8.23794709018146,7.61474207480055,7.22595307624675,6.83866675691087,7.81388307206222,7.21085524188725,6.70840465304812,6.4145010088502,6.36948843131824,6.17509633664962,6.66835528355285,7.72950812252869,8.02872636932909,7.93233089575174,8.00039639339806,10.2142816414883,9.15752048997139,6.91530046339274,6.20743027327999
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,World,WLD,6.17097447113532,6.28861473444324,6.12304074094227,6.20224642581375,6.42824413217503,6.49549540304053,6.3375954079904,6.22712811677286,5.97625026239581,5.77753757637344,5.83230971050102,6.41961494141816,6.28633469019008,6.15688583531364,6.159641648439,6.10721944572915,5.96595956419962,6.00655926883703,5.97827384301346,5.90723141254145,5.76898308254956,5.59893079520961,6.60880501698705,6.06444597897447,5.26071088886287,4.91657221632923
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,3.73624103162125,3.61877543912069,4.45983244526442,5.20103909905512,4.97645227766539,4.77427146298185,4.59154568390222,4.42738945238289,4.28087578648729,4.14945109151013,4.02875655811595,3.91489465968371,-0.992481797243179,4.53867163626294,4.20264227505544,5.41149124124804,2.45043139330282,5.18685551856216,3.74506540506437,0.0747825622238132,-2.5537682578428,-0.439701419074031,4.833138517103,-2.46456261487283,4.41891994509507,3.32877939509885
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.17552563201514,1.15304317167294,1.13312807570195,1.09794672757946,1.06941318335345,1.0331399769648,1.01407652046238,1.02745772191722,1.02824760534561,0.991101935066697,1.01288878477428,1.05977470732485,1.05636332156278,1.06474009749784,1.0276613644946,0.992958989681133,1.0317435786984,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089
Population growth (annual %),SP.POP.GROW,Brazil,BRA,1.48772098102752,1.45652767159292,1.37521128317928,1.30335503159977,1.24142062598122,1.18021395482771,1.12991417032023,1.09590612526605,1.05833842529955,1.01236820635667,0.957984635895359,0.895632239477021,0.84088322514573,0.81381388423754,0.811598483382088,0.810511647523289,0.806314177734439,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.2124158688717,1.08969778624124,0.914659168313889,0.859492168208101,0.947036940076663,0.996556488051653,1.00742279739678,1.01260946155511,1.02172490694402,1.05506511201209,1.15309551684298,1.19390450655684,1.1829095702162,1.23631458705301,1.47479434391075,1.65265199501405,1.66144540694123,2.00988840160514,0.940521897823675,0.653837462693277,1.68236992028419,1.64957495527878,1.62216431400652,1.54055743832642,1.41397227960081,1.32810094082844
Population growth (annual %),SP.POP.GROW,Spain,ESP,0.413847481113965,0.405323025522848,0.447137014535835,0.694068084334464,1.41259540475782,1.80845446818345,1.7254663034483,1.68934904712031,1.69035255626114,1.85108130845179,1.59533049906372,0.88573598057307,0.460408305051304,0.355338396471428,0.0649259625617232,-0.327669039579687,-0.298951059088036,-0.077588861590047,0.0844301500680736,0.234587922968563,0.437982993728698,0.717715637103499,0.488502131838585,0.105799194264084,0.72148100717686,1.22528044685694
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.63934798033611,1.5989280275378,1.54272528221216,1.48303091731143,1.43770526775457,1.398263627903,1.3653083154997,1.34857895792648,1.35374920696209,1.40789058424163,1.46015632826518,1.4619172053372,1.43974472572946,1.41534883852036,1.35716327923769,1.29730808025224,1.21002702971431,1.06956376155677,0.969124204799117,0.935239396499786,0.9466023549862,0.950144329831411,0.820454117563552,0.66740537533078,0.753116988604166,0.872178517508623
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.493144265488424,0.45385356103469,0.373944815859448,0.246007398484151,0.140879525241248,0.0707006512477159,0.0597775816533495,0.0798609372229262,0.113607393322573,0.171519933968135,0.212934707039678,0.239373352045262,0.256129913246022,0.248141512237734,0.257451630638359,0.297452387025821,0.328187100513488,0.347483697847475,0.333941294134426,0.270549143036717,0.179744266709225,0.0786838170441181,0.0518527053450753,-0.0668956092956434,-0.170369337727093,-0.0835522251458198
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,2.17892340656023,2.08244088073438,1.93460053752763,1.6877597301062,1.40951477388826,1.22988802352585,1.15243910027232,1.1059635782753,1.04172810758939,0.980401604621513,0.969992282647573,1.0219490065143,1.16985801191993,1.32708039585856,1.40686361602641,1.43842436376869,1.44981205714477,1.46036822105512,1.45104639106418,1.42257756735462,1.38999117307295,1.35488116957369,1.35198907049682,1.21078357917422,1.13476871860664,1.23021616038983
Population growth (annual %),SP.POP.GROW,Latin America & Caribbean,LCN,1.58029095665199,1.54042206374851,1.47077790017075,1.40320127629828,1.34938930289333,1.30014649884404,1.25769065776333,1.21527019683087,1.19455427339614,1.1736933756777,1.15484171949041,1.12703036640079,1.09418057966575,1.07571870342431,1.06412370349049,1.04118304134471,1.01448152316874,0.980299653039069,0.946580028558742,0.906952980192898,0.848970348338568,0.813715066986973,0.724696659356752,0.5789110440993,0.596132237124337,0.690065851624283
Population growth (annual %),SP.POP.GROW,World,WLD,1.44832007055807,1.40746929627191,1.3733947903374,1.35064468676185,1.31969814077553,1.29810403407747,1.29433454491303,1.27864009919662,1.27860982997672,1.26807591037721,1.27454691789349,1.25912607000826,1.22239197201142,1.22174613909627,1.26463690642045,1.24722508489883,1.21943727013094,1.19066977948263,1.16981715807893,1.13687922861507,1.0819551802425,1.0445945731532,1.01900314865051,0.827958342423059,0.868521303064256,0.899807857183859
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Saudi Arabia,SAU,28.229519661095,28.0382996054552,27.6169535378395,26.999893523776,26.4580210616889,25.9800344808372,25.559302468186,25.5401688237982,25.6547361730384,25.8045445206905,25.5997019930085,25.424397845545,26.5221223664615,26.1783435542538,25.9261691286466,25.3674719060788,25.5669433055204,25.0725981055726,24.94476027005,25.7455522886066,27.2796340277994,27.9770022972617,27.1913456022607,28.3980067703325,27.651200330309,27.1867281836064
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Argentina,ARG,37.8512148997279,37.7670326981632,37.6925864151551,37.6317678016107,37.6270730348087,37.664762825162,37.7113526033356,37.7529645667562,37.795990547956,37.854516073261,37.9065313210213,37.940812630367,37.978491065643,37.8303228739781,37.6100253780879,37.4046918390911,37.1864245669589,36.964577881329,36.7740215301406,36.6168087667714,36.4819848851075,36.3952441702678,36.4038060987243,36.5094150270977,36.6536588020505,36.7889415356969
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Brazil,BRA,12.2741092320899,12.150568898355,12.0420465513631,12.0045615866359,11.981162689013,11.9659030902966,11.9578238414046,11.9542365267205,11.9561257282991,11.9642515078827,11.9798668402108,12.0035179713245,12.0347611861963,12.0419335894506,12.0478016138226,12.0543953243899,12.0622575508949,12.0727226419515,12.0879615800547,12.1077242344435,12.1340516220836,12.1287864686257,12.132401912286,12.1534151781823,12.1812514555314,12.2033863411211
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,South Africa,ZAF,10.8077951137306,11.0657508356363,11.3514137873507,11.6509300273577,11.8425283162917,11.9915384301413,12.1429126762897,12.2963634809834,12.4526154254362,12.6080900194414,12.7547721073565,12.8988049741506,13.0478672828325,13.1931975617618,13.3103184649137,13.4065929592356,13.5036988151754,13.5557064221631,13.7557173507655,14.0004675286542,14.1054544049279,14.1450781910251,14.1764620425599,14.2032082260234,14.2291402070544,14.2476146743248
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Spain,ESP,15.9457943442832,16.0795686954826,16.2080064738794,16.2965911776372,16.2562812976859,16.1459771175978,16.0504265940037,15.9613495563014,15.8734899579497,15.7611110591255,15.6904660469095,15.7312924325836,15.8403102705972,15.9671965010384,16.1427774476197,16.3835579900596,16.6228765901626,16.8279123524199,17.0076206707241,17.1631794424202,17.2849066510477,17.2723698767855,17.2888516112865,17.351767915289,17.2895776344118,17.1229993754801
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Mexico,MEX,25.2454961606876,25.1807348124502,25.0451601286031,24.7843189417632,24.5390379882329,24.3071717635707,24.0867761494823,23.8734632934107,23.6624183408881,23.442142499254,23.2130230235429,22.9867265260224,22.774816953147,22.6307874727916,22.5020120903165,22.3869664586247,22.2926238893594,22.2307498846416,22.0179939636091,21.8152802260775,21.6125317195313,21.4215388378784,21.2788888482505,21.1950346981123,21.1214791189312,21.0511516492765
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Uruguay,URY,53.9708039841719,53.5816296417382,53.2430375165013,52.9804462397328,52.7802652465362,52.6221666859825,52.4757779080909,52.5965112422377,52.7052100582564,52.7883975014902,52.8544964851578,52.9106235112577,52.9619839627423,53.0217856534679,53.1171299581066,53.2043754164279,53.2765698121959,53.3397248223441,53.4108301699591,53.517688063888,53.6746344802226,53.8185672360385,53.9773616335502,54.1952772452055,54.4655787582015,54.6843117247016
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Paraguay,PRY,58.6066916856071,59.358674738202,60.2223457594546,61.2533073954085,62.4885826041871,64.18249642568,66.0415831361527,67.9797649735565,70.0276797175867,72.1850828183674,74.4237177484357,75.2971168506033,76.0746375624599,76.7430288227717,77.3607369503564,77.9979573770455,78.6531188686061,79.3084076431419,79.9782462308501,80.6809966751587,81.4035459134887,81.3394079008238,81.2526680893229,81.2551557855155,81.2923790874421,81.2240369642828
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,Latin America & Caribbean,LCN,24.041785653211,23.9443091023543,23.8617338071823,23.7920030323909,23.741044073498,23.682598811213,23.6376717842343,23.6076318810283,23.5902859366164,23.5820225935989,23.5816258951558,23.5735115008083,23.4365631142616,23.4172976988862,23.3981164860398,23.3869513200646,23.3858359985371,23.3962781044322,23.3842227393506,23.3850373430571,23.4049951684077,23.3829227492408,23.3838620098092,23.4237262105353,23.4649714473881,23.4892013213775
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,World,WLD,16.753990673892,16.6927336995458,16.6426191123103,16.5694065342672,16.4962261788647,16.4200556944747,16.3423253206871,16.2670746599096,16.2042995879913,16.1416405483866,16.1081584610044,16.0817248808297,16.0478457607894,16.0096270297446,15.9846925060021,15.9611135937648,15.9486959457917,15.9404608712087,15.9368136396481,15.9422892842609,15.9615862356747,15.955312589533,15.9526058536995,15.9841279161575,16.0128091528374,16.0458856590264
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,14922185,15472075,16177722,17041397,17910910,18786767,19669480,20559890,21459144,22368313,23287877,24217654,23978487,25091867,26168861,27624004,28309273,29816382,30954198,30977355,30196281,30063799,31552510,30784383,32175224,33264292
"Population, total",SP.POP.TOTL,Argentina,ARG,36372860,36794682,37213984,37624825,38029349,38424282,38815916,39216789,39622115,40016763,40424148,40854831,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401
"Population, total",SP.POP.TOTL,Brazil,BRA,169159655,171641543,174018282,176301203,178503484,180622688,182675143,184688101,186653106,188552320,190367302,192079951,193701929,195284734,196876111,198478299,200085127,201675532,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729
"Population, total",SP.POP.TOTL,South Africa,ZAF,46223880,46730335,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,51114599,51728516,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384
"Population, total",SP.POP.TOTL,Spain,ESP,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47759127,48347910
"Population, total",SP.POP.TOTL,Mexico,MEX,95575245,97115707,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,110374288,111999721,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759
"Population, total",SP.POP.TOTL,Uruguay,URY,3239280,3254015,3266206,3274251,3278867,3281186,3283148,3285771,3289506,3295153,3302177,3310091,3318580,3326825,3335401,3345337,3356334,3368017,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081
"Population, total",SP.POP.TOTL,Paraguay,PRY,4900025,5003135,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,5613574,5671236,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,504952583,512730984,520272118,527572583,534691591,541643365,548455563,555120780,561751999,568345245,574908733,581388129,587749565,594072097,600393759,606644957,612799258,618806527,624664026,630329435,635680745,640853375,645497618,649234475,653104771,657611624
"Population, total",SP.POP.TOTL,World,WLD,5994040063.5,6078404337,6161884825.5,6245109995.5,6327526596,6409664474,6492626975.5,6575644307.5,6659721142,6744171461.5,6830129091,6916129027,7000671233,7086201663.5,7175816385,7265314967,7353910925.5,7441471720.5,7528523333.5,7614113551.5,7696494847.5,7776892015,7856138789.5,7921184346,7989981519.5,8061876001
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Saudi Arabia,SAU,2.15819257842626,2.2021772193509,2.22837924894494,2.23675617673833,2.24839224384446,2.26331125156636,2.28102623963623,2.30139606778052,2.32441704105252,2.34892551684442,2.37204957815499,2.38953786336071,2.39668648987503,2.38967855419776,2.36663228014249,2.32822122505455,2.28000575968204,2.22811303229385,2.21365075571716,2.28023790995907,2.38074635666274,2.45024814989585,2.52258164711042,2.61855430769317,2.70249417477226,2.81950386919403
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Argentina,ARG,9.52582364983122,9.59482405636771,9.65977735681297,9.72531553667937,9.790735571098,9.84463418210391,9.89708976463533,9.96522548078547,10.044713665588,10.1164504485283,10.1938054452007,10.2962560290606,10.4021031811045,10.5160940359427,10.6423346589394,10.7671573801093,10.894142131574,11.0315216694284,11.1688143183761,11.3071247613454,11.4636515159043,11.6325391913594,11.7934339853714,11.9186207827562,12.0340800139112,12.2030217969226
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Brazil,BRA,4.95216929828806,5.05291571516576,5.15305600233732,5.25788953351612,5.37057950468513,5.49377715635099,5.62981083857698,5.77510511688269,5.93003018639837,6.09660384979617,6.27423008357346,6.46425536224823,6.66688609315066,6.88200029275714,7.11476668920292,7.37028483055902,7.65357587023447,7.95680732355772,8.26857395268557,8.5916529152697,8.92785021515533,9.27307434876159,9.59866487647293,9.91109990998152,10.251784783293,10.6336314676644
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,South Africa,ZAF,4.58838911198726,4.67282868825999,4.74652112268227,4.81691742121693,4.88404325625375,4.95181292307428,5.02302949145963,5.09560889862014,5.15488663739352,5.20115411507627,5.23573221454532,5.24844555757215,5.24736994467623,5.24152232263277,5.25022267206233,5.28784272783352,5.3311549776334,5.36961143105032,5.47353488678247,5.62805566504697,5.77660923535215,5.94522019077183,6.10948899119405,6.23462554910074,6.3616265627803,6.51509367622564
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Spain,ESP,16.0232228320738,16.2998343426415,16.547877414587,16.8103108793461,16.9184155055798,16.8143513811509,16.6200037719819,16.5458746280758,16.5359190105435,16.4323340980449,16.4438826004183,16.624463548763,16.8924601879808,17.1687054838507,17.4565170843771,17.850818523935,18.2556448430349,18.5417546078088,18.7673388766097,18.9928200430073,19.2023408408683,19.3818276285973,19.5596160856506,19.8133822943511,20.1879992491906,20.6537075238774
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Mexico,MEX,4.77401601220065,4.89361059222691,5.01410425565983,5.14276005050375,5.28164517522168,5.41895411184093,5.55197255293978,5.67757783690514,5.79085663044309,5.88011090113516,5.95121664567386,6.02182660794307,6.09750132223508,6.18329821949573,6.28324051040382,6.39365899489954,6.51446394948331,6.65084837815842,6.8015894842814,6.96592017390268,7.14422403295026,7.33464157467799,7.48607987451515,7.58575873574664,7.74526983999124,7.98664578990007
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uruguay,URY,12.839830585783,12.9476027388315,13.0628146138341,13.1940994758649,13.3263583619522,13.4452908186247,13.5532290279374,13.6687553697443,13.7869920609672,13.8922250184172,13.9909044865093,14.0896277473943,14.1874838033135,14.2761663562355,14.3644797132339,14.4509058429689,14.5300028945268,14.6098431213382,14.6975112768004,14.8089200405792,14.9558820150277,15.1266239266362,15.3258430205874,15.4839800871112,15.6134055931249,15.8128179067764
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Paraguay,PRY,3.96524467066549,3.97164017877193,3.99281063536637,4.03485058568469,4.09801479778489,4.18033707902084,4.27287572071023,4.37008555464413,4.48071554849348,4.6063176215577,4.73745467125352,4.86632853346885,4.98600420026485,5.09612312124632,5.20538551075393,5.32268161261825,5.44661110535402,5.56309092411671,5.67323334495096,5.78578076551032,5.90441846341313,6.03178053058008,6.15003817155416,6.18754097360006,6.23091107355945,6.36927529015307
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & Caribbean,LCN,5.2988005252409,5.39488455002912,5.49414503543075,5.60088206026138,5.71598387056727,5.8359008687784,5.96094273428425,6.09184257121673,6.22742600015185,6.36262625024386,6.49678744928153,6.63592688234324,6.78073776148842,6.9331495135466,7.09908255695863,7.2791271045525,7.4745652243902,7.6829490182027,7.89571480273661,8.11823367183665,8.35497191317883,8.6053549054005,8.83528632547358,9.02681368750307,9.24781244196384,9.52868258443592
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,World,WLD,6.68253076311302,6.75721275560006,6.83543180985901,6.91991643994488,7.00840701992279,7.09535029025819,7.17796920346063,7.25855434002272,7.33775434422937,7.4077522058553,7.46454042211544,7.51850244564267,7.57823383519087,7.66084247096284,7.78240322310176,7.92084505109139,8.07782442307644,8.25787712350839,8.44834054064979,8.65443735873347,8.87528363232724,9.10380702137032,9.3322933200028,9.52738709257837,9.73872756089582,9.97876530712741
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Saudi Arabia,SAU,58.3263892544427,58.9438119626428,59.4837919702168,60.0817820276119,60.9557348274246,62.0386110616747,63.2575365490089,64.5387645556469,65.81333812756,67.0222351373176,68.1290512628298,69.1168283500299,69.9787298856465,70.7168832641369,71.3417737515747,71.8696842780143,72.3162048199076,72.7032579683734,72.8708364725954,72.5539157080724,71.9567949680951,71.7987360634578,71.9864782936657,72.1749607532303,72.6529825167567,73.0830540448599
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Argentina,ARG,61.871352706386,62.0256237029036,62.1736105975646,62.3277840850053,62.4960869038279,62.6897257312446,62.89668860187,63.0960471662271,63.2909967072682,63.4900304155036,63.6641840911527,63.8016799041465,63.9173106797385,63.9901889403356,64.0423079024418,64.0825562537135,64.0920281103568,64.0810849650845,64.0835958950498,64.1137437299744,64.1630568429568,64.2701694847154,64.5074745533578,64.8426321239199,65.2151737723899,65.6063209158354
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Brazil,BRA,64.0007060194111,64.4843451448115,64.9637360083917,65.437188480217,65.8964473373989,66.334991187998,66.7413902065482,67.1082522335636,67.4452226030603,67.7586595062845,68.0598093680495,68.3498187386299,68.6253597695835,68.8890267559546,69.1357813616712,69.3600959635388,69.5321464348522,69.6409897160951,69.7156525862543,69.7489521976535,69.7196181499875,69.6671137738846,69.6446402012395,69.6182628596073,69.5457382256878,69.4304164782911
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,South Africa,ZAF,58.8789186576406,59.5881979018554,60.3490444922821,61.1456755431764,61.9552664271316,62.7135180555818,63.3477631047665,63.8361563007662,64.2321344393528,64.579546347267,64.8512391230071,65.0757833454956,65.3494310174809,65.6335917560843,65.8477380397977,66.0240186544723,66.1642537193448,66.3218759288748,66.199319306573,66.1083636756326,66.3669410679632,66.6247646931523,66.8913586802342,67.1518228261005,67.3171903548038,67.4000079430639
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Spain,ESP,68.6462272284242,68.6616201441328,68.6362927226721,68.5294573061061,68.5073493192691,68.6408219553399,68.8607143645203,68.9483832449344,68.9209409974025,68.9728223213613,68.8710842643333,68.5636733899172,68.1859842081222,67.8223406857849,67.4834730652077,67.0770392025555,66.6930927877804,66.4614550787613,66.3143685616246,66.1865982307919,66.1319737035927,66.1693765330282,66.2408766587242,66.2783015470184,66.2160904145149,66.0876417150889
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mexico,MEX,60.0440699890437,60.3510735928179,60.6658176169194,60.9776804235886,61.2816590208056,61.5824171596259,61.9011072566905,62.2531298676182,62.6279145676378,63.016397890091,63.4037381061067,63.7777486070702,64.1304656912175,64.4415301032565,64.6984476739343,64.9234762415024,65.1410033743916,65.3713988069245,65.6181532325894,65.8682302477857,66.1073972501309,66.3185850415085,66.5296254239814,66.7529844097424,66.943409174418,67.0953820717364
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Uruguay,URY,62.6376637150329,62.59933303944,62.5737686824149,62.559076479006,62.5641971089704,62.6161089313437,62.7153821142669,62.8085310875286,62.8989789197863,63.0235322947876,63.1699991899285,63.3383190975716,63.523238855173,63.713595351964,63.8868459894328,64.0250892510979,64.1471819927364,64.2445391457347,64.3219434418485,64.4238089089735,64.5510989137242,64.6984116798351,64.866512423771,65.0844077970509,65.3197383713472,65.5017789571411
